code,department,faculty,link,term,title
MCG 5169,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=020993&term=2191&session=FS,2019 Winter Term,Advanced Topics in Reliability Engineering
MCG 5171,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=020997&term=2191&session=FS,2019 Winter Term,Applied Reliability Theory
MCG 5179,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021011&term=2191&session=FS,2019 Winter Term,Manufacturing System Analysis
MCG 5309,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021046&term=2191&session=FS,2019 Winter Term,Environmental Fluid Mechanics Relating to Energy Utilization
MCG 5311,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021050&term=2191&session=FS,2019 Winter Term,Dynamics and Aerodynamics of Low Speed Flight
MCG 5315,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021054&term=2191&session=FS,2019 Winter Term,Orbital Mechanics and Space Craft Control
MCG 5331,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021062&term=2191&session=FS,2019 Winter Term,Aero-Acoustics
MCG 5334,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021066&term=2191&session=FS,2019 Winter Term,Computational Fluid Dynamics of Compressible Flows
MCG 5341,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=021068&term=2191&session=FS,2019 Winter Term,Turbomachinery
MGT 6102,Management,Telfer School of Management,Course.aspx?id=045168&term=2191&session=FS,2019 Winter Term,Financial Risk Management and Derivative Securities
MGT 6111,Management,Telfer School of Management,Course.aspx?id=021337&term=2191&session=FS,2019 Winter Term,Venture Capital and Private Equity
MGT 6160,Management,Telfer School of Management,Course.aspx?id=021339&term=2191&session=FS,2019 Winter Term,Systems of Innovation
MGT 6169,Management,Telfer School of Management,Course.aspx?id=021341&term=2191&session=FS,2019 Winter Term,Recent Topics in Innovation Management
MGT 6190,Management,Telfer School of Management,Course.aspx?id=021342&term=2191&session=FS,2019 Winter Term,Research Topics in Management
MGT 6990,Management,Telfer School of Management,Course.aspx?id=021346&term=2191&session=FS,2019 Winter Term,Praticum Research
MGT 6991,Management,Telfer School of Management,Course.aspx?id=021347&term=2191&session=FS,2019 Winter Term,Management Research Seminar Series
MGT 6998,Management,Telfer School of Management,Course.aspx?id=021348&term=2191&session=FS,2019 Winter Term,Directed  Readings
MGT 7102,Management,Telfer School of Management,Course.aspx?id=021351&term=2191&session=FS,2019 Winter Term,Theoretical Foundations of Management
MGT 7302,Management,Telfer School of Management,Course.aspx?id=045172&term=2191&session=FS,2019 Winter Term,Qualitative Research Methods
MGT 8105,Management,Telfer School of Management,Course.aspx?id=021359&term=2191&session=FS,2019 Winter Term,Entrepreneurship Research
MGT 8108,Management,Telfer School of Management,Course.aspx?id=021362&term=2191&session=FS,2019 Winter Term,Recent Developments in Finance Research
MGT 8110,Management,Telfer School of Management,Course.aspx?id=021364&term=2191&session=FS,2019 Winter Term,Current Issues in Health Systems Management
MGT 8115,Management,Telfer School of Management,Course.aspx?id=021369&term=2191&session=FS,2019 Winter Term,Special Topics in Organizational Behaviour and Human Resources Management Research
MGT 9997,Management,Telfer School of Management,Course.aspx?id=021385&term=2191&session=FS,2019 Winter Term,Comprehensive Examination
MGT 9998,Management,Telfer School of Management,Course.aspx?id=021386&term=2191&session=FS,2019 Winter Term,Thesis Project
MHA 6213,Health Management,Telfer School of Management,Course.aspx?id=021390&term=2191&session=FS,2019 Winter Term,Directed Readings in Health Care Management
MHA 6301,Health Management,Telfer School of Management,Course.aspx?id=021397&term=2191&session=FS,2019 Winter Term,Population Health and Epidemiology
MHA 6361,Health Management,Telfer School of Management,Course.aspx?id=021400&term=2191&session=FS,2019 Winter Term,Leading Strategy and Change in Health Care Organizations
MHS 6991,Health Management,Telfer School of Management,Course.aspx?id=021411&term=2191&session=FS,2019 Winter Term,Health Systems Research Seminars
MUS 0312,School of Music,Faculty of Arts,Course.aspx?id=051256&term=2191&session=FS,2019 Winter Term,BSC/Applied Music II: Performance BMUS/BSC (Part 2 of 2)
MUS 0322,School of Music,Faculty of Arts,Course.aspx?id=051259&term=2191&session=FS,2019 Winter Term,Applied Music II: Performance BMUS (Part 2 of 2)
MUS 1912,School of Music,Faculty of Arts,Course.aspx?id=051627&term=2191&session=FS,2019 Winter Term,Sight-Singing and Dictation II: General (Part 2 of 2)
MUS 1942,School of Music,Faculty of Arts,Course.aspx?id=051629&term=2191&session=FS,2019 Winter Term,Sight-Singing and Dictation II: Enriched (Part 2 of 2)
MUS 2304,School of Music,Faculty of Arts,Course.aspx?id=022125&term=2191&session=FS,2019 Winter Term,The Sound of Rock
MUS 2307,School of Music,Faculty of Arts,Course.aspx?id=022128&term=2191&session=FS,2019 Winter Term,Theory and Analysis II
MUS 2332,School of Music,Faculty of Arts,Course.aspx?id=022148&term=2191&session=FS,2019 Winter Term,Forms and Styles II: Baroque and Early Classical
MUS 3462,School of Music,Faculty of Arts,Course.aspx?id=051264&term=2191&session=FS,2019 Winter Term,Lyric Diction I (Part 2 of 2)
MUS 2371,School of Music,Faculty of Arts,Course.aspx?id=022157&term=2191&session=FS,2019 Winter Term,Introduction to Music and Science
MUS 5912,School of Music,Faculty of Arts,Course.aspx?id=051633&term=2191&session=FS,2019 Winter Term,Solfège et dictée musicale II : Général (Partie 2 de 2)
MUS 2707,School of Music,Faculty of Arts,Course.aspx?id=022167&term=2191&session=FS,2019 Winter Term,Théorie et analyse II
MUS 2732,School of Music,Faculty of Arts,Course.aspx?id=022187&term=2191&session=FS,2019 Winter Term,Formes et styles II : Époque baroque et début du classicisme
MUS 9202,School of Music,Faculty of Arts,Course.aspx?id=051355&term=2191&session=FS,2019 Winter Term,Applied Music II: Secondary Instrument (Part 2 of 2)
MUS 9432,School of Music,Faculty of Arts,Course.aspx?id=051273&term=2191&session=FS,2019 Winter Term,Orchestral Repertoire (Part 2 of 2)
MUS 0302,School of Music,Faculty of Arts,Course.aspx?id=051303&term=2191&session=FS,2019 Winter Term,Applied Music III (Part 2 of 2)
MUS 0312,School of Music,Faculty of Arts,Course.aspx?id=051313&term=2191&session=FS,2019 Winter Term,Applied Music III: Performance BMUS/BSC (Part 2 of 2)
MUS 0322,School of Music,Faculty of Arts,Course.aspx?id=051315&term=2191&session=FS,2019 Winter Term,Applied Music III: Performance BMUS (Part 2 of 2)
MUS 3305,School of Music,Faculty of Arts,Course.aspx?id=022246&term=2191&session=FS,2019 Winter Term,Music and Critical Thought
MUS 3307,School of Music,Faculty of Arts,Course.aspx?id=022248&term=2191&session=FS,2019 Winter Term,Theory and Analysis IV
MUS 3112,School of Music,Faculty of Arts,Course.aspx?id=051326&term=2191&session=FS,2019 Winter Term,Compositional Techniques (Part 2 of 2)
MUS 9432,School of Music,Faculty of Arts,Course.aspx?id=051460&term=2191&session=FS,2019 Winter Term,Orchestral Repertoire II (Part 2 of 2)
MUS 9442,School of Music,Faculty of Arts,Course.aspx?id=051466&term=2191&session=FS,2019 Winter Term,Chamber Music I (Part 2 of 2)
MUS 9452,School of Music,Faculty of Arts,Course.aspx?id=051550&term=2191&session=FS,2019 Winter Term,Chamber Music II (Part 2 of 2)
MUS 3950,School of Music,Faculty of Arts,Course.aspx?id=022392&term=2191&session=FS,2019 Winter Term,Instrumental Classes - Cello and Bass
MUS 3951,School of Music,Faculty of Arts,Course.aspx?id=022393&term=2191&session=FS,2019 Winter Term,Instrumental Classes - Guitar
MUS 3952,School of Music,Faculty of Arts,Course.aspx?id=022394&term=2191&session=FS,2019 Winter Term,Instrumental Classes - Flute and Saxophone
MUS 3953,School of Music,Faculty of Arts,Course.aspx?id=022395&term=2191&session=FS,2019 Winter Term,Instrumental Classes - Recorder
MUS 0182,School of Music,Faculty of Arts,Course.aspx?id=051410&term=2191&session=FS,2019 Winter Term,Composition II (Part 2 of 2)
MUS 0242,School of Music,Faculty of Arts,Course.aspx?id=051649&term=2191&session=FS,2019 Winter Term,Research Project (Part 2 of 2)
MUS 0302,School of Music,Faculty of Arts,Course.aspx?id=051441&term=2191&session=FS,2019 Winter Term,Applied Music IV (Part 2 of 2)
MUS 0312,School of Music,Faculty of Arts,Course.aspx?id=051324&term=2191&session=FS,2019 Winter Term,Applied Music IV: Performance BMUS/BSC (Part 2 of 2)
MUS 0322,School of Music,Faculty of Arts,Course.aspx?id=051335&term=2191&session=FS,2019 Winter Term,Applied Music IV Performance (Voice) (Part 2 of 2)
MUS 0332,School of Music,Faculty of Arts,Course.aspx?id=051344&term=2191&session=FS,2019 Winter Term,Applied Music V: Performance BMUS/BSC (Part 2 of 2)
MUS 0352,School of Music,Faculty of Arts,Course.aspx?id=051351&term=2191&session=FS,2019 Winter Term,Applied Music IV Performance (Instrumental) (Part 2 of 2)
MUS 4159,School of Music,Faculty of Arts,Course.aspx?id=022418&term=2191&session=FS,2019 Winter Term,Piano Pedagogy II
MUS 4301,School of Music,Faculty of Arts,Course.aspx?id=022430&term=2191&session=FS,2019 Winter Term,Seminar I
MUS 3152,School of Music,Faculty of Arts,Course.aspx?id=051359&term=2191&session=FS,2019 Winter Term,Topics in Music Technology (Part 2 of 2)
MUS 4374,School of Music,Faculty of Arts,Course.aspx?id=022471&term=2191&session=FS,2019 Winter Term,Atonal and Twelve-Tone Music
MUS 4910,School of Music,Faculty of Arts,Course.aspx?id=022542&term=2191&session=FS,2019 Winter Term,Practicum
MUS 9102,School of Music,Faculty of Arts,Course.aspx?id=051430&term=2191&session=FS,2019 Winter Term,Practicum (Part 2 of 2)
MUS 9112,School of Music,Faculty of Arts,Course.aspx?id=051598&term=2191&session=FS,2019 Winter Term,Chamber Music I (Part 2 of 2)
MUS 9132,School of Music,Faculty of Arts,Course.aspx?id=051604&term=2191&session=FS,2019 Winter Term,Chamber Music II (Part 2 of 2)
MUS 9142,School of Music,Faculty of Arts,Course.aspx?id=052277&term=2191&session=FS,2019 Winter Term,Special Topic in Vocal Performances (Part 2 of 2)
MUS 9202,School of Music,Faculty of Arts,Course.aspx?id=052020&term=2191&session=FS,2019 Winter Term,Chamber Music for Graduate Diploma in Performance (Part 2 of 2)
MUS 9212,School of Music,Faculty of Arts,Course.aspx?id=052023&term=2191&session=FS,2019 Winter Term,Art Song Interpretation for Graduate Diploma in Performance (Part 2 of 2)
MUS 9222,School of Music,Faculty of Arts,Course.aspx?id=052027&term=2191&session=FS,2019 Winter Term,Opera Production for Graduate Diploma in Performance (Part 2 of 2)
MUS 6931,School of Music,Faculty of Arts,Course.aspx?id=022614&term=2191&session=FS,2019 Winter Term,Topics in Musical Pedagogy
MUS 9652,School of Music,Faculty of Arts,Course.aspx?id=051594&term=2191&session=FS,2019 Winter Term,Opera  Production I (Part 2 of 2)
MUS 9662,School of Music,Faculty of Arts,Course.aspx?id=051596&term=2191&session=FS,2019 Winter Term,Production d'opération II (Part 2 of 2)
MUS 9702,School of Music,Faculty of Arts,Course.aspx?id=051863&term=2191&session=FS,2019 Winter Term,Chamber Music Repertoire (Part 2 of 2)
MUS 6994,School of Music,Faculty of Arts,Course.aspx?id=022632&term=2191&session=FS,2019 Winter Term,Independent Studies in Musical Pedagogy
MUS 6995,School of Music,Faculty of Arts,Course.aspx?id=022633&term=2191&session=FS,2019 Winter Term,Directed Readings in Musical Pedagogy
MUS 6996,School of Music,Faculty of Arts,Course.aspx?id=022634&term=2191&session=FS,2019 Winter Term,Independent Studies in Performance
MUS 6997,School of Music,Faculty of Arts,Course.aspx?id=022635&term=2191&session=FS,2019 Winter Term,Directed Readings in Theory
MUS 6998,School of Music,Faculty of Arts,Course.aspx?id=022636&term=2191&session=FS,2019 Winter Term,Directed Readings in Musicology
MUS 7902,School of Music,Faculty of Arts,Course.aspx?id=022639&term=2191&session=FS,2019 Winter Term,Thesis proposition
MUS 7993,School of Music,Faculty of Arts,Course.aspx?id=052000&term=2191&session=FS,2019 Winter Term,Composition Recital
MUS 7994,School of Music,Faculty of Arts,Course.aspx?id=052010&term=2191&session=FS,2019 Winter Term,Major Composition
MUS 7995,School of Music,Faculty of Arts,Course.aspx?id=052002&term=2191&session=FS,2019 Winter Term,Composition Portfolio Defence
MUS 7996,School of Music,Faculty of Arts,Course.aspx?id=022640&term=2191&session=FS,2019 Winter Term,Recital I
NSG 3511,School of Nursing,Faculty of Health Sciences,Course.aspx?id=022935&term=2191&session=FS,2019 Winter Term,Soins infirmiers en périnatalité auprès de la famille
NSG 3701,School of Nursing,Faculty of Health Sciences,Course.aspx?id=022957&term=2191&session=FS,2019 Winter Term,Recherche en sciences infirmières
NSG 4101,School of Nursing,Faculty of Health Sciences,Course.aspx?id=022976&term=2191&session=FS,2019 Winter Term,"History of Canadian Nursing, 1850-1975"
NSG 4134,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023009&term=2191&session=FS,2019 Winter Term,Political and Economic Contexts of Health Care
NSG 4245,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023048&term=2191&session=FS,2019 Winter Term,Practicum: Consolidation
NSG 4534,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023106&term=2191&session=FS,2019 Winter Term,Contexte politique et économique des soins de santé
NSG 4645,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023119&term=2191&session=FS,2019 Winter Term,Stage de consolidation
NSG 5140,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023144&term=2191&session=FS,2019 Winter Term,Research Methods in Nursing
NSG 5192,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023145&term=2191&session=FS,2019 Winter Term,Statistical Analysis in Nursing
NSG 2102,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051638&term=2191&session=FS,2019 Winter Term,Advanced Nursing Practice in Primary Health Care (Part 2 of 2)
NSG 2202,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051640&term=2191&session=FS,2019 Winter Term,Advanced Nursing Practice in Tertiary Health Care (Part 2 of 2)
NSG 3502,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051660&term=2191&session=FS,2019 Winter Term,Pathophysiology for the Nurse Practitioner (Part 2 of 2)
NSG 3602,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051654&term=2191&session=FS,2019 Winter Term,Roles and Responsibilities of the Nurse Practitioner (Part 2 of 2)
NSG 5375,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023151&term=2191&session=FS,2019 Winter Term,Advanced Health Assessment and Diagnosis II
NSG 5385,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023153&term=2191&session=FS,2019 Winter Term,Therapeutics in Primary Health Care II
NSG 5540,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023156&term=2191&session=FS,2019 Winter Term,Méthodologie de la recherche en sciences infirmières
NSG 5592,School of Nursing,Faculty of Health Sciences,Course.aspx?id=023157&term=2191&session=FS,2019 Winter Term,Analyse statistique en sciences infirmières
NSG 6102,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051642&term=2191&session=FS,2019 Winter Term,Soins infirmiers de niveau avancé en soins de santé primaires (Partie 2 de 2)
NSG 6202,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051644&term=2191&session=FS,2019 Winter Term,Soins infirmiers de niveau avancé en milieu de soins tertiaires (Partie 2 de 2)
NSG 7502,School of Nursing,Faculty of Health Sciences,Course.aspx?id=051662&term=2191&session=FS,2019 Winter Term,Physiopathologie pour infirmières et infirmiers praticiens (Partie 2 de 2)
OMT 3126,Science (General),Faculty of Science,Course.aspx?id=023296&term=2191&session=FS,2019 Winter Term,Ophthalmic Subspecialties
OMT 3127,Science (General),Faculty of Science,Course.aspx?id=023297&term=2191&session=FS,2019 Winter Term,Basics Diagnostics II
OMT 1282,Science (General),Faculty of Science,Course.aspx?id=051498&term=2191&session=FS,2019 Winter Term,Ophthalmic Basic Science Seminars (Part 2 of 2)
OMT 2312,Science (General),Faculty of Science,Course.aspx?id=051504&term=2191&session=FS,2019 Winter Term,Introduction to Ophthalmic Technology: Basic Skills-I (Part 2 of 2)
OMT 1252,Science (General),Faculty of Science,Course.aspx?id=051511&term=2191&session=FS,2019 Winter Term,Ophthalmic Basic Science Seminars (Part 2 of 2)
OMT 4126,Science (General),Faculty of Science,Course.aspx?id=023316&term=2191&session=FS,2019 Winter Term,Specialized Diagnostic Evaluations
OMT 4127,Science (General),Faculty of Science,Course.aspx?id=023317&term=2191&session=FS,2019 Winter Term,Advanced Diagnostics II
OMT 4128,Science (General),Faculty of Science,Course.aspx?id=023318&term=2191&session=FS,2019 Winter Term,Abnormalities of the Eye and Common Ocular Complaints
OMT 2012,Science (General),Faculty of Science,Course.aspx?id=051513&term=2191&session=FS,2019 Winter Term,Basic Skills II (Part 2 of 2)
OMT 2242,Science (General),Faculty of Science,Course.aspx?id=051520&term=2191&session=FS,2019 Winter Term,Clinical Application-Il (Part 2 of 2)
ORA 5522,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023342&term=2191&session=FS,2019 Winter Term,Troubles de la communication liés aux troubles d'audition
ORA 5551,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023353&term=2191&session=FS,2019 Winter Term,Psychoacoustique de l'oreille endommagée et pharmacologie
ORA 5559,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023355&term=2191&session=FS,2019 Winter Term,Stage IV
ORA 6500,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023359&term=2191&session=FS,2019 Winter Term,Séminaire de pratique factuelle en audiologie et orthophonie
ORA 6510,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023360&term=2191&session=FS,2019 Winter Term,Concepts d'orthophonie pertinents à l'audiologie
ORA 6523,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023366&term=2191&session=FS,2019 Winter Term,Évaluation audiologique II
ORA 6541,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023368&term=2191&session=FS,2019 Winter Term,Évaluations électrophysiologiques
ORA 6542,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023369&term=2191&session=FS,2019 Winter Term,Aides auditives II
ORA 6544,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023371&term=2191&session=FS,2019 Winter Term,Aides auditives III
ORA 6550,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023372&term=2191&session=FS,2019 Winter Term,Le bruit et l'audiologie
PAP 4350,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023533&term=2191&session=FS,2019 Winter Term,Project Management in the Public Sector
PAP 4365,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023536&term=2191&session=FS,2019 Winter Term,Integration Seminar in Public Administration
PAP 4715,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023550&term=2191&session=FS,2019 Winter Term,Analyse des politiques publiques
PAP 4750,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023557&term=2191&session=FS,2019 Winter Term,Gestion de projet dans le secteur public
PAP 4765,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023560&term=2191&session=FS,2019 Winter Term,Séminaire synthèse en administration publique
PAP 6130,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023574&term=2191&session=FS,2019 Winter Term,Selected Themes in Public Administration
PAP 6502,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023576&term=2191&session=FS,2019 Winter Term,Gouvernance démocratique
PAP 6530,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023583&term=2191&session=FS,2019 Winter Term,Thèmes choisis en administration publique
PAP 6998,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023586&term=2191&session=FS,2019 Winter Term,Thesis Proposal
PAP 7998,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023588&term=2191&session=FS,2019 Winter Term,Research Paper
PAP 8111,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023590&term=2191&session=FS,2019 Winter Term,Research Seminar in Public Administration II
PAP 8511,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023592&term=2191&session=FS,2019 Winter Term,Séminaire de recherche en administration publique II
PAP 9320,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023596&term=2191&session=FS,2019 Winter Term,Seminar in Major Field: Public Management
PAP 9330,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023597&term=2191&session=FS,2019 Winter Term,Seminar in Major Field: Public Policy
PAP 9720,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023601&term=2191&session=FS,2019 Winter Term,Séminaire dans le champ majeur : Gestion publique
PAP 9730,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023602&term=2191&session=FS,2019 Winter Term,Séminaire dans le champ majeur : Golitiques publique
PAP 9997,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=023606&term=2191&session=FS,2019 Winter Term,Thesis proposal
PHA 3112,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=025808&term=2191&session=FS,2019 Winter Term,Clinical Pharmacology
PHA 3512,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=025811&term=2191&session=FS,2019 Winter Term,Pharmacologie
PHA 4107,Department of Cellular and Molecular Medicine,Faculty of Medicine,Course.aspx?id=025812&term=2191&session=FS,2019 Winter Term,Introductory Pharmacology - Drugs and Living Systems
PHI 2574,Department of Philosophy,Faculty of Arts,Course.aspx?id=025998&term=2191&session=FS,2019 Winter Term,Éthique
PHI 2782,Department of Philosophy,Faculty of Arts,Course.aspx?id=026021&term=2191&session=FS,2019 Winter Term,La Philosophie au Moyen-Âge
PHI 2794,Department of Philosophy,Faculty of Arts,Course.aspx?id=026032&term=2191&session=FS,2019 Winter Term,Pensée scientifique et valeurs sociales
PHI 3390,Department of Philosophy,Faculty of Arts,Course.aspx?id=026112&term=2191&session=FS,2019 Winter Term,Philosophical Logic
PHI 3391,Department of Philosophy,Faculty of Arts,Course.aspx?id=026113&term=2191&session=FS,2019 Winter Term,Philosophy of Language
PHI 3398,Department of Philosophy,Faculty of Arts,Course.aspx?id=026120&term=2191&session=FS,2019 Winter Term,Contemporary Analytic Philosophy
PHI 3505,Department of Philosophy,Faculty of Arts,Course.aspx?id=026128&term=2191&session=FS,2019 Winter Term,La Phénoménologie
PHI 3564,Department of Philosophy,Faculty of Arts,Course.aspx?id=026146&term=2191&session=FS,2019 Winter Term,Théories éthiques contemporaines
PHI 3770,Department of Philosophy,Faculty of Arts,Course.aspx?id=026182&term=2191&session=FS,2019 Winter Term,"Platon : Le philosophe comme poète, amant, dialecticien et roi"
PHI 4160,Department of Philosophy,Faculty of Arts,Course.aspx?id=026235&term=2191&session=FS,2019 Winter Term,Greek Philosophical Texts
PHI 4312,Department of Philosophy,Faculty of Arts,Course.aspx?id=026253&term=2191&session=FS,2019 Winter Term,Problems in Contemporary Ethics
PHI 4396,Department of Philosophy,Faculty of Arts,Course.aspx?id=026271&term=2191&session=FS,2019 Winter Term,Philosophical Questions
PHI 4560,Department of Philosophy,Faculty of Arts,Course.aspx?id=026296&term=2191&session=FS,2019 Winter Term,Textes philosophiques grecs
PHI 4564,Department of Philosophy,Faculty of Arts,Course.aspx?id=026297&term=2191&session=FS,2019 Winter Term,Textes en éthique et philosophie politique
PHI 5343,Department of Philosophy,Faculty of Arts,Course.aspx?id=026378&term=2191&session=FS,2019 Winter Term,Metaphysics I
PHI 5344,Department of Philosophy,Faculty of Arts,Course.aspx?id=026379&term=2191&session=FS,2019 Winter Term,Philosophical Anthropology I
PHI 5345,Department of Philosophy,Faculty of Arts,Course.aspx?id=026380&term=2191&session=FS,2019 Winter Term,Ethics I
PHI 5731,Department of Philosophy,Faculty of Arts,Course.aspx?id=026449&term=2191&session=FS,2019 Winter Term,Philosophie ancienne I
PHI 5771,Department of Philosophy,Faculty of Arts,Course.aspx?id=026485&term=2191&session=FS,2019 Winter Term,Philosophie sociale et politique II
PHI 5777,Department of Philosophy,Faculty of Arts,Course.aspx?id=026491&term=2191&session=FS,2019 Winter Term,Philosophie de l'art II
PHY 2104,Department of Physics,Faculty of Science,Course.aspx?id=026752&term=2191&session=FS,2019 Winter Term,Introduction to Circuit Theory and Electronics
PHY 2323,Department of Physics,Faculty of Science,Course.aspx?id=026770&term=2191&session=FS,2019 Winter Term,Electricity and Magnetism
PHY 2325,Department of Physics,Faculty of Science,Course.aspx?id=026771&term=2191&session=FS,2019 Winter Term,Physics in Biology
PHY 2361,Department of Physics,Faculty of Science,Course.aspx?id=026777&term=2191&session=FS,2019 Winter Term,Modern Physics
PHY 2500,Department of Physics,Faculty of Science,Course.aspx?id=026785&term=2191&session=FS,2019 Winter Term,Principes fondamentaux de physique appliquée III
PHY 2504,Department of Physics,Faculty of Science,Course.aspx?id=026786&term=2191&session=FS,2019 Winter Term,Introduction à la théorie des circuits et à l'électronique
PHY 2723,Department of Physics,Faculty of Science,Course.aspx?id=026794&term=2191&session=FS,2019 Winter Term,Électricité et magnétisme
PHY 2761,Department of Physics,Faculty of Science,Course.aspx?id=026801&term=2191&session=FS,2019 Winter Term,Physique moderne
PHY 3320,Department of Physics,Faculty of Science,Course.aspx?id=026811&term=2191&session=FS,2019 Winter Term,Electromagnetic Theory
PHY 3355,Department of Physics,Faculty of Science,Course.aspx?id=026817&term=2191&session=FS,2019 Winter Term,Statistical Thermodynamics
PHY 3720,Department of Physics,Faculty of Science,Course.aspx?id=026833&term=2191&session=FS,2019 Winter Term,Théorie électromagnétique
PHY 3755,Department of Physics,Faculty of Science,Course.aspx?id=026837&term=2191&session=FS,2019 Winter Term,Thermodynamique statistique
PHY 3904,Department of Physics,Faculty of Science,Course.aspx?id=026844&term=2191&session=FS,2019 Winter Term,Physics and Applied Physics Laboratory II
PHY 0062,Department of Physics,Faculty of Science,Course.aspx?id=051527&term=2191&session=FS,2019 Winter Term,Physics Research Project (Part 2 of 2)
PHY 4141,Department of Physics,Faculty of Science,Course.aspx?id=026853&term=2191&session=FS,2019 Winter Term,Computational Physics II
PHY 4322,Department of Physics,Faculty of Science,Course.aspx?id=026860&term=2191&session=FS,2019 Winter Term,Biological Physics
PHY 4375,Department of Physics,Faculty of Science,Course.aspx?id=026878&term=2191&session=FS,2019 Winter Term,"Atomic, Molecular and Optical Physics"
PHY 4385,Department of Physics,Faculty of Science,Course.aspx?id=026882&term=2191&session=FS,2019 Winter Term,Solid State Physics
PHY 4390,Department of Physics,Faculty of Science,Course.aspx?id=026885&term=2191&session=FS,2019 Winter Term,Selected Topics in Physics
PHY 4903,Department of Physics,Faculty of Science,Course.aspx?id=026906&term=2191&session=FS,2019 Winter Term,Physics Laboratory
POL 2103,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027171&term=2191&session=FS,2019 Winter Term,Introduction to International Relations and Global Politics
POL 2104,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027172&term=2191&session=FS,2019 Winter Term,Introduction to Comparative Politics
POL 2108,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027174&term=2191&session=FS,2019 Winter Term,Modern Political Thought I
POL 2156,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027180&term=2191&session=FS,2019 Winter Term,Foundations of Research in Political Science
POL 2501,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027185&term=2191&session=FS,2019 Winter Term,Introduction à la politique canadienne
POL 2503,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027187&term=2191&session=FS,2019 Winter Term,Introduction aux relations internationales et à la politique mondiale
POL 2504,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027188&term=2191&session=FS,2019 Winter Term,Introduction à la politique comparée
POL 2508,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027190&term=2191&session=FS,2019 Winter Term,Pensée politique moderne I
